[2014/07/07 18:58:29] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 2810, 2862)
[2014/07/11 15:41:57] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 1644, 1696). Elapsed time: 00:00:05
[2014/07/11 15:41:57] Start running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 7156, 7208)
[2014/07/11 15:41:58] Start running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 4559, 4611)
[2014/07/11 15:42:03] Start running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 7951, 8003)
[2014/07/11 15:42:03] Start running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 7262, 7314)
[2014/07/11 15:42:03] Start running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 8216, 8268)
[2014/07/11 15:42:03] Start running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 7686, 7738)
[2014/07/11 15:42:04] Start running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 7792, 7844)
[2014/07/11 15:42:04] Start running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 8057, 8109)
[2014/07/11 15:42:04] Start running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 7368, 7420)
[2014/07/11 15:42:04] Start running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 7580, 7632)
[2014/07/11 15:42:04] Start running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 8481, 8533)
[2014/07/11 15:42:04] Start running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 8640, 8692)
[2014/07/11 15:42:04] Start running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 8428, 8480)
[2014/07/11 15:42:04] Start running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 8693, 8745)
[2014/07/11 15:42:04] Start running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 7315, 7367)
[2014/07/11 15:42:04] Start running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 7898, 7950)
[2014/07/11 15:42:04] Start running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 7209, 7261)
[2014/07/11 15:42:04] Start running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 7527, 7579)
[2014/07/11 15:42:04] Start running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 8322, 8374)
[2014/07/11 15:42:05] Start running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 8163, 8215)
[2014/07/11 15:42:05] Start running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 8004, 8056)
[2014/07/11 15:42:05] Start running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 8269, 8321)
[2014/07/11 15:42:05] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 4082, 4134). Elapsed time: 00:00:10
[2014/07/11 15:42:06] Start running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 8587, 8639)
. Elapsed time: 00:00:10
[2014/07/11 15:42:06] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 266, 318). Elapsed time: 00:00:10
[2014/07/11 15:42:06] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 2757, 2809). Elapsed time: 00:00:10
[2014/07/11 15:42:06] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 4771, 4823). Elapsed time: 00:00:10
[2014/07/11 15:42:06] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 54, 106). Elapsed time: 00:00:10
[2014/07/11 15:42:06] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 3870, 3922). Elapsed time: 00:00:10
[2014/07/11 15:42:06] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 5831, 5883). Elapsed time: 00:00:10
[2014/07/11 15:42:06] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 584, 636). Elapsed time: 00:00:10
[2014/07/11 15:42:06] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 1008, 1060). Elapsed time: 00:00:10
[2014/07/11 15:42:06] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 5937, 5989). Elapsed time: 00:00:10
[2014/07/11 15:42:06] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 4877, 4929). Elapsed time: 00:00:10
[2014/07/11 15:42:06] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 4824, 4876). Elapsed time: 00:00:10
[2014/07/11 15:42:06] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 4665, 4717). Elapsed time: 00:00:10
[2014/07/11 15:42:06] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 5725, 5777). Elapsed time: 00:00:10
[2014/07/11 15:42:06] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 2916, 2968). Elapsed time: 00:00:10
[2014/07/11 15:42:06] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 1220, 1272). Elapsed time: 00:00:10
[2014/07/11 15:42:06] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 3022, 3074). Elapsed time: 00:00:10
[2014/07/11 15:42:06] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 3817, 3869). Elapsed time: 00:00:10
[2014/07/11 15:42:06] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 7103, 7155). Elapsed time: 00:00:10
[2014/07/11 15:42:07] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 4188, 4240). Elapsed time: 00:00:10
[2014/07/11 15:42:07] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 1326, 1378). Elapsed time: 00:00:10
[2014/07/11 15:42:07] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 8216, 8268). Elapsed time: 00:00:03
[2014/07/11 15:42:07] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 5672, 5724). Elapsed time: 00:00:11
[2014/07/11 15:42:07] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 7686, 7738). Elapsed time: 00:00:03
[2014/07/11 15:42:08] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 7315, 7367). Elapsed time: 00:00:03
[2014/07/11 15:42:08] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 8428, 8480). Elapsed time: 00:00:03
[2014/07/11 15:42:09] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 7156, 7208). Elapsed time: 00:00:10
[2014/07/11 15:42:09] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 4559, 4611). Elapsed time: 00:00:10
[2014/07/11 15:42:09] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 8534, 8586). Elapsed time: 00:00:04
[2014/07/11 15:42:09] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 8322, 8374). Elapsed time: 00:00:03
[2014/07/11 15:42:09] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 7739, 7791). Elapsed time: 00:00:04
[2014/07/11 15:42:09] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 372, 424). Elapsed time: 00:00:12
[2014/07/11 15:42:10] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 5884, 5936). Elapsed time: 00:00:14
[2014/07/11 15:42:18] Start running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 10548, 10600)
[2014/07/11 15:42:18] Start running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 10707, 10759)
[2014/07/11 15:42:19] Start running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 9753, 9805)
[2014/07/11 15:42:19] Start running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 10071, 10123)
[2014/07/11 15:42:19] Start running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 10654, 10706)
[2014/07/11 15:42:19] Start running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 10495, 10547)
[2014/07/11 15:42:19] Start running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 9329, 9381)
[2014/07/11 15:42:19] Start running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 10018, 10070)
[2014/07/11 15:42:20] Start running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 9806, 9858)
[2014/07/11 15:42:21] Start running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 10230, 10282)
[2014/07/11 15:42:22] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 10707, 10759). Elapsed time: 00:00:03
[2014/07/11 15:42:23] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 10760, 10812). Elapsed time: 00:00:03
[2014/07/11 15:42:23] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 10654, 10706). Elapsed time: 00:00:03
[2014/07/11 15:42:23] Start running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 8799, 8851)
)
[2014/07/11 15:42:23] Start running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 9117, 9169)
[2014/07/11 15:42:23] Start running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 10336, 10388)
014/07/11 15:42:23] Start running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 9064, 9116)
[2014/07/11 15:42:23] Start running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 9912, 9964)
[2014/07/11 15:42:24] Start running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 10283, 10335)
[2014/07/11 15:42:24] Start running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 9594, 9646)
[2014/07/11 15:42:24] Start running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 8958, 9010)
[2014/07/11 15:42:24] Start running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 9647, 9699)

[2014/07/11 15:42:24] Start running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 9700, 9752)
[2014/07/11 15:42:24] Start running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 10442, 10494)
. Elapsed time: 00:00:04
[2014/07/11 15:42:25] Start running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 10389, 10441[2014/07/11 15:42:25] Start running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 9382, 9434)
)
[2014/07/11 15:42:25] Start running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 10177, 10229)
[2014/07/11 15:42:25] Start running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 10601, 10653)
[2014/07/11 15:42:25] Start running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 9011, 9063)
[2014/07/11 15:42:26] Start running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 9541, 9593)
[2014/07/11 15:42:26] Start running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 9170, 9222)
[2014/07/11 15:42:34] Start running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 11608, 11660)
[2014/07/11 15:42:34] Start running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 12456, 12508)
[2014/07/11 15:42:34] Start running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 11979, 12031)
[2014/07/11 15:42:34] Start running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 11184, 11236)
[2014/07/11 15:42:34] Start running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 11449, 11501)
[2014/07/11 15:42:34] Start running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 11661, 11713)
[2014/07/11 15:42:34] Start running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 11025, 11077)
[2014/07/11 15:42:34] Start running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 11396, 11448)
[2014/07/11 15:42:34] Start running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 10919, 10971)
[2014/07/11 15:42:34] Start running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 11237, 11289)
[2014/07/11 15:42:34] Start running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 11767, 11819)
[2014/07/11 15:42:34] Start running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 12191, 12243)
[2014/07/11 15:42:34] Start running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 12085, 12137)
[2014/07/11 15:42:34] Start running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 12350, 12402)
[2014/07/11 15:42:35] Start running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 11873, 11925)
[2014/07/11 15:42:35] Start running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 12509, 12561)
[2014/07/11 15:42:35] Start running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 12297, 12349)
[2014/07/11 15:42:36] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 9011, 9063). Elapsed time: 00:00:10
[2014/07/11 15:42:36] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 10601, 10653). Elapsed time: 00:00:10
[2014/07/11 15:42:36] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 8852, 8904). Elapsed time: 00:00:11
[2014/07/11 15:42:36] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 10813, 10865). Elapsed time: 00:00:11
[2014/07/11 15:42:37] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 12244, 12296). Elapsed time: 00:00:03
[2014/07/11 15:42:37] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 12456, 12508). Elapsed time: 00:00:03
[2014/07/11 15:42:37] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 11661, 11713). Elapsed time: 00:00:03
[2014/07/11 15:42:37] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 11979, 12031). Elapsed time: 00:00:03
[2014/07/11 15:42:37] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 12032, 12084). Elapsed time: 00:00:03
[2014/07/11 15:42:37] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 11926, 11978). Elapsed time: 00:00:03
[2014/07/11 15:42:38] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 11025, 11077). Elapsed time: 00:00:03
[2014/07/11 15:42:38] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 10919, 10971). Elapsed time: 00:00:03
[2014/07/11 15:42:38] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 11396, 11448). Elapsed time: 00:00:03
[2014/07/11 15:42:38] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 11449, 11501). Elapsed time: 00:00:03
[2014/07/11 15:42:38] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 11767, 11819). Elapsed time: 00:00:03
[2014/07/11 15:42:38] Start running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 11820, 11872)
. Elapsed time: 00:00:03
[2014/07/11 15:42:38] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 11237, 11289). Elapsed time: 00:00:03
[2014/07/11 15:42:38] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 11184, 11236). Elapsed time: 00:00:03
[2014/07/11 15:42:38] Start running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 10972, 11024)
[2014/07/11 15:42:38] Start running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 11290, 11342)
. Elapsed time: 00:00:03
[2014/07/11 15:42:38] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 11608, 11660). Elapsed time: 00:00:04
[2014/07/11 15:42:38] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 11714, 11766). Elapsed time: 00:00:03
[2014/07/11 15:42:38] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 12509, 12561). Elapsed time: 00:00:03
[2014/07/11 15:42:38] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 12191, 12243). Elapsed time: 00:00:03
[2014/07/11 15:42:38] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 12350, 12402). Elapsed time: 00:00:03
[2014/07/11 15:42:38] Start running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 11078, 11130)
. Elapsed time: 00:00:03
[2014/07/11 15:42:38] Start running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 11502, 11554)
. Elapsed time: 00:00:03
[2014/07/11 15:42:39] Start running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 11555, 11607)
[2014/07/11 15:42:39] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 12297, 12349). Elapsed time: 00:00:03
[2014/07/11 15:42:39] Start running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 11343, 11395)
[2014/07/11 15:42:48] Start running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 14947, 14999)
. Elapsed time: 00:00:10
[2014/07/11 15:42:48] Start running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 13198, 13250)
[2014/07/11 15:42:48] Start running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 13304, 13356)
[2014/07/11 15:42:49] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 11820, 11872). Elapsed time: 00:00:10
[2014/07/11 15:42:49] Start running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 13887, 13939)
[2014/07/11 15:42:49] Start running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 12933, 12985)
[2014/07/11 15:42:49] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 11078, 11130). Elapsed time: 00:00:10
[2014/07/11 15:42:49] Start running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 13728, 13780)
. Elapsed time: 00:00:10
[2014/07/11 15:42:49] Start running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 12615, 12667)
[2014/07/11 15:42:49] Start running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 14099, 14151)
[2014/07/11 15:42:49] Start running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 14205, 14257)
[2014/07/11 15:42:49] Start running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 14523, 14575)
. Elapsed time: 00:00:10
[2014/07/11 15:42:49] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 11555, 11607). Elapsed time: 00:00:10
[2014/07/11 15:42:49] Start running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 14417, 14469)
[2014/07/11 15:42:49] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 11131, 11183). Elapsed time: 00:00:11
[2014/07/11 15:42:49] Start running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 12668, 12720)
[2014/07/11 15:42:49] Start running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 14629, 14681)
[2014/07/11 15:42:49] Start running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 13251, 13303)
[2014/07/11 15:42:49] Start running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 14364, 14416)
[2014/07/11 15:42:49] Start running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 14470, 14522)
. Elapsed time: 00:00:11
[2014/07/11 15:42:50] Start running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 14841, 14893)
[2014/07/11 15:42:50] Start running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 13357, 13409)
[2014/07/11 15:42:50] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 11343, 11395). Elapsed time: 00:00:10
[2014/07/11 15:42:50] Start running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 12880, 12932)
[2014/07/11 15:42:50] Start running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 14894, 14946)
[2014/07/11 15:42:50] Start running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 14735, 14787)
[2014/07/11 15:42:51] Start running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 12721, 12773)
[2014/07/11 15:42:52] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 13304, 13356). Elapsed time: 00:00:03
[2014/07/11 15:42:52] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 13198, 13250). Elapsed time: 00:00:03
[2014/07/11 15:42:52] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 13887, 13939). Elapsed time: 00:00:03
[2014/07/11 15:42:52] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 14947, 14999). Elapsed time: 00:00:03
[2014/07/11 15:42:52] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 12827, 12879). Elapsed time: 00:00:03
[2014/07/11 15:42:52] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 13993, 14045). Elapsed time: 00:00:03
[2014/07/11 15:42:52] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 13728, 13780). Elapsed time: 00:00:03
[2014/07/11 15:42:52] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 13516, 13568). Elapsed time: 00:00:03
[2014/07/11 15:42:52] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 12933, 12985). Elapsed time: 00:00:03
[2014/07/11 15:42:52] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 14523, 14575). Elapsed time: 00:00:03
[2014/07/11 15:42:53] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 13675, 13727). Elapsed time: 00:00:03
[2014/07/11 15:42:53] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 14788, 14840). Elapsed time: 00:00:03
[2014/07/11 15:42:53] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 14682, 14734). Elapsed time: 00:00:03
[2014/07/11 15:42:53] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 14417, 14469). Elapsed time: 00:00:03
[2014/07/11 15:42:53] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 14205, 14257). Elapsed time: 00:00:03
[2014/07/11 15:42:53] Start running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 12562, 12614)
. Elapsed time: 00:00:03
[2014/07/11 15:42:53] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 14364, 14416). Elapsed time: 00:00:03
[2014/07/11 15:42:53] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 14258, 14310). Elapsed time: 00:00:03
[2014/07/11 15:42:53] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 12668, 12720). Elapsed time: 00:00:03
[2014/07/11 15:42:53] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 13834, 13886). Elapsed time: 00:00:03
[2014/07/11 15:42:53] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 13251, 13303). Elapsed time: 00:00:03
[2014/07/11 15:42:53] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, covdet, hessian, 256, 80, 0, 13145, 13197). Elapsed time: 00:00:03
